Region,20200923_20200930,20200722_20200729,20190901_20190920,20200819_20200826,20200826_20200902,20200805_20200812,20200909_20200916,20201014_20201021,20200812_20200819,20180815_20181015,20201007_20201014,20200902_20200909,20200916_20200923,20200715_20200722,20200930_20201007
Upper Manya,0.44,0.0,0.11,0.03,0.13,0.02,0.0,2.06,0.02,0.0,1.18,0.03,0.09,0.03,0.81
Upper West Akim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wa East,0.55,0.07,1.92,0.04,0.0,0.05,0.12,0.71,0.37,1.21,0.53,0.01,0.1,0.08,0.95
Wa Municipal,0.0,0.0,0.0,0.01,0.0,0.0,0.09,0.11,0.02,0.06,0.02,0.0,0.0,0.0,0.01
Wa West,0.22,0.0,2.14,0.02,0.0,0.0,0.18,0.33,0.01,1.55,0.07,0.0,0.02,0.0,0.3
Wassa Amenfi Central,0.04,0.0,0.11,0.05,0.0,0.03,0.0,0.06,0.0,0.0,0.02,0.04,0.0,0.0,0.0
Wassa Amenfi East,0.05,0.01,0.23,0.06,0.0,0.05,0.0,0.08,0.0,0.0,0.05,0.09,0.0,0.0,0.0
Wassa Amenfi West,0.02,0.0,0.1,0.03,0.0,0.0,0.0,0.03,0.0,0.0,0.02,0.02,0.0,0.01,0.0
Wassa East,0.01,0.0,0.03,0.02,0.0,0.01,0.0,0.08,0.04,0.0,0.02,0.03,0.0,0.01,0.0
Wenchi,0.0,0.01,0.12,0.12,0.06,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
West Akim,0.0,0.01,0.12,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0
West Gonja,7.27,0.0,1.12,0.04,0.18,0.0,1.07,0.95,0.01,10.17,0.96,0.0,5.47,0.01,1.32
West Mamprusi,113.22,0.13,136.41,6.37,18.9,1.78,120.02,36.89,0.35,131.29,77.98,109.68,120.06,0.57,94.3
Yendi Municipal,7.19,0.08,4.3,0.11,0.0,0.05,8.36,3.58,0.2,3.7,5.44,5.39,6.48,0.0,4.61
Yilo Krobo,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0
Zabzugu,3.86,0.02,1.04,0.01,0.0,0.03,4.71,4.15,0.04,5.13,2.63,1.67,3.73,0.07,2.14
