Region,Treatment,year,perc_pop
Daffiama Bussie,0,2017,0.00014129782048111908
Daffiama Bussie,0,2018,0.0
Daffiama Bussie,0,2019,0.0
Daffiama Bussie,0,2020,0.0
Lambussie Karni,0,2015,0.0
Lambussie Karni,0,2016,0.0
Lambussie Karni,0,2017,0.0
Lambussie Karni,0,2018,0.0
Lambussie Karni,0,2019,0.0
Lambussie Karni,0,2020,0.0
Kwaebibirem,0,2015,7.796190261692121e-05
Kwaebibirem,0,2016,7.796190261692121e-05
Kwaebibirem,0,2017,0.0
Kwaebibirem,0,2018,0.0
Kwaebibirem,0,2019,0.0
Kwaebibirem,0,2020,7.796190261692121e-05
Bolgatanga Municipal,0,2015,0.0
Bolgatanga Municipal,0,2016,0.0
Bolgatanga Municipal,0,2017,0.0
Bolgatanga Municipal,0,2018,0.0
Bolgatanga Municipal,0,2019,0.0
Bolgatanga Municipal,0,2020,0.0
Bawku Municipal,0,2015,0.0
Bawku Municipal,0,2016,0.0
Bawku Municipal,0,2017,0.0
Bawku Municipal,0,2018,0.0
Bawku Municipal,0,2019,0.0
Bawku Municipal,0,2020,0.0
La Nkwantanang Madina,0,2015,0.0
La Nkwantanang Madina,0,2016,0.0
La Nkwantanang Madina,0,2017,0.0
La Nkwantanang Madina,0,2018,0.0
La Nkwantanang Madina,0,2019,0.0
La Nkwantanang Madina,0,2020,0.0
Sagnerigu,0,2015,0.0
Sagnerigu,0,2016,0.0
Sagnerigu,0,2017,0.0
Sagnerigu,0,2018,0.0
Sagnerigu,0,2019,0.0
Sagnerigu,0,2020,0.0
Wa Municipal,0,2015,0.0
Wa Municipal,0,2016,0.0
Wa Municipal,0,2017,0.0
Wa Municipal,0,2018,0.0
Wa Municipal,0,2019,0.0
Wa Municipal,0,2020,0.0
West Akim,0,2015,0.0
West Akim,0,2016,0.0
West Akim,0,2017,0.0
West Akim,0,2018,0.0
West Akim,0,2019,0.0
West Akim,0,2020,0.0
Upper Denkyira East,0,2015,0.0
Upper Denkyira East,0,2016,0.0003875217981011432
Upper Denkyira East,0,2017,0.0
Upper Denkyira East,0,2018,0.0
Upper Denkyira East,0,2019,0.0
Upper Denkyira East,0,2020,0.0
Pusiga,0,2015,0.0
Pusiga,0,2016,0.0
Pusiga,0,2017,0.0
Pusiga,0,2018,0.0
Pusiga,0,2019,0.0
Pusiga,0,2020,0.0
Atebubu Amantin,0,2015,0.0
Atebubu Amantin,0,2016,0.0
Atebubu Amantin,0,2017,0.0
Atebubu Amantin,0,2018,0.0
Atebubu Amantin,0,2019,0.0
Atebubu Amantin,0,2020,0.0
Gushiegu,0,2015,0.0
Gushiegu,0,2016,0.0
Gushiegu,0,2017,0.0
Gushiegu,0,2018,0.0
Gushiegu,0,2019,0.0
Gushiegu,0,2020,0.0
Awutu Senya West,0,2015,0.0
Awutu Senya West,0,2016,0.0005494203615185978
Awutu Senya West,0,2017,0.0
Awutu Senya West,0,2018,0.0
Awutu Senya West,0,2019,0.0
Awutu Senya West,0,2020,0.0
Yilo Krobo,0,2015,0.0
Yilo Krobo,0,2016,0.0
Yilo Krobo,0,2017,0.0
Yilo Krobo,0,2018,0.0
Yilo Krobo,0,2019,0.0
Yilo Krobo,0,2020,0.0
Ajumako / Enyan / Esiam,0,2015,0.0
Ajumako / Enyan / Esiam,0,2016,0.0
Ajumako / Enyan / Esiam,0,2017,0.0
Ajumako / Enyan / Esiam,0,2018,0.0
Ajumako / Enyan / Esiam,0,2019,0.0
Ajumako / Enyan / Esiam,0,2020,0.0
Denkyembour,0,2015,0.0
Denkyembour,0,2016,0.0
Denkyembour,0,2017,0.0
Denkyembour,0,2018,0.0
Denkyembour,0,2019,0.0
Denkyembour,0,2020,0.0
Birim Municipal,0,2015,0.0
Birim Municipal,0,2016,0.0
Birim Municipal,0,2017,0.0
Birim Municipal,0,2018,6.318982222596679e-05
Birim Municipal,0,2019,0.0
Birim Municipal,0,2020,0.0
Nabdam,0,2015,0.0
Nabdam,0,2016,0.0
Nabdam,0,2017,0.0
Nabdam,0,2018,0.0
Nabdam,0,2019,0.0
Nabdam,0,2020,0.0
Kwahu West,0,2015,0.0
Kwahu West,0,2016,0.0
Kwahu West,0,2017,0.0
Kwahu West,0,2018,0.0
Kwahu West,0,2019,0.0
Kwahu West,0,2020,0.0
Kintampo South,0,2015,0.0
Kintampo South,0,2016,0.0
Kintampo South,0,2017,0.0
Kintampo South,0,2018,0.0
Kintampo South,0,2019,0.0
Kintampo South,0,2020,0.0
Adaklu,0,2015,0.0
Adaklu,0,2016,0.00026570506737521346
Adaklu,0,2017,0.0
Adaklu,0,2018,0.0
Adaklu,0,2019,0.0
Adaklu,0,2020,0.0
Awutu Senya East Municipal,0,2015,0.0
Awutu Senya East Municipal,0,2016,0.0
Awutu Senya East Municipal,0,2017,0.0
Awutu Senya East Municipal,0,2018,0.0
Awutu Senya East Municipal,0,2019,0.0
Awutu Senya East Municipal,0,2020,5.889715085032761e-05
Kwahu East,0,2015,0.0
Kwahu East,0,2016,0.0
Kwahu East,0,2017,0.0
Kwahu East,0,2018,0.0
Kwahu East,0,2019,0.0
Kwahu East,0,2020,0.0
Afigya Kwabre,0,2015,0.0
Afigya Kwabre,0,2016,0.0
Afigya Kwabre,0,2017,0.0
Afigya Kwabre,0,2018,0.0
Afigya Kwabre,0,2019,0.0
Afigya Kwabre,0,2020,0.0
Akatsi North,0,2015,0.0
Akatsi North,0,2016,0.001011425360554411
Akatsi North,0,2017,0.0
Akatsi North,0,2018,0.0
Akatsi North,0,2019,0.0
Akatsi North,0,2020,0.0
La Dade Kotopon,0,2015,0.0
La Dade Kotopon,0,2016,0.0
La Dade Kotopon,0,2017,0.0
La Dade Kotopon,0,2018,0.0
La Dade Kotopon,0,2019,0.0
La Dade Kotopon,0,2020,0.0
Atwima Kwanwoma,0,2015,0.0
Atwima Kwanwoma,0,2016,0.0
Atwima Kwanwoma,0,2017,0.0
Atwima Kwanwoma,0,2018,0.0
Atwima Kwanwoma,0,2019,0.0
Atwima Kwanwoma,0,2020,0.0
Abura / Asebu / Kwamankese,0,2015,0.0
Abura / Asebu / Kwamankese,0,2016,0.0
Abura / Asebu / Kwamankese,0,2017,0.0
Abura / Asebu / Kwamankese,0,2018,0.0
Abura / Asebu / Kwamankese,0,2019,0.0
Abura / Asebu / Kwamankese,0,2020,0.0
Ga West,0,2015,0.0
Ga West,0,2016,0.0008655456970900293
Ga West,0,2017,0.0
Ga West,0,2018,0.0
Ga West,0,2019,0.0
Ga West,0,2020,0.0
Sekondi Takoradi,0,2015,0.0
Sekondi Takoradi,0,2016,0.0
Sekondi Takoradi,0,2017,0.0
Sekondi Takoradi,0,2018,0.0
Sekondi Takoradi,0,2019,0.0
Sekondi Takoradi,0,2020,0.0
Ledzokuku / Krowor,0,2015,0.0
Ledzokuku / Krowor,0,2016,0.0
Ledzokuku / Krowor,0,2017,0.0
Ledzokuku / Krowor,0,2018,0.0
Ledzokuku / Krowor,0,2019,0.0
Ledzokuku / Krowor,0,2020,0.0
Tain,0,2015,0.0
Tain,0,2016,0.0
Tain,0,2017,0.0
Tain,0,2018,0.0
Tain,0,2019,0.0
Tain,0,2020,0.0
East Akim,0,2015,0.0
East Akim,0,2016,0.0
East Akim,0,2017,0.0
East Akim,0,2018,0.0
East Akim,0,2019,0.0
East Akim,0,2020,0.0
Bekwai Municipal,0,2015,0.0
Bekwai Municipal,0,2016,0.0
Bekwai Municipal,0,2017,0.0
Bekwai Municipal,0,2018,0.0
Bekwai Municipal,0,2019,0.0
Bekwai Municipal,0,2020,0.0
Bosome Freho,0,2015,0.0
Bosome Freho,0,2016,0.0
Bosome Freho,0,2017,0.0
Bosome Freho,0,2018,0.0
Bosome Freho,0,2019,0.0
Bosome Freho,0,2020,0.0
Ahafo Ano South,0,2015,0.0
Ahafo Ano South,0,2016,0.0
Ahafo Ano South,0,2017,0.0
Ahafo Ano South,0,2018,0.0
Ahafo Ano South,0,2019,0.0
Ahafo Ano South,0,2020,0.0
Agotime Ziope,0,2015,0.0
Agotime Ziope,0,2016,0.0
Agotime Ziope,0,2017,0.0
Agotime Ziope,0,2018,0.0
Agotime Ziope,0,2019,0.0
Agotime Ziope,0,2020,0.0
Mpohor,0,2015,0.0
Mpohor,0,2016,0.0
Mpohor,0,2017,0.0
Mpohor,0,2018,0.0
Mpohor,0,2019,0.0
Mpohor,0,2020,0.0
Ejura Sekye Dumase,0,2015,0.0
Ejura Sekye Dumase,0,2016,0.0
Ejura Sekye Dumase,0,2017,0.0
Ejura Sekye Dumase,0,2018,0.0
Ejura Sekye Dumase,0,2019,0.0
Ejura Sekye Dumase,0,2020,0.0
Sekyere Central,0,2015,0.0
Sekyere Central,0,2016,0.0
Sekyere Central,0,2017,0.0
Sekyere Central,0,2018,0.0
Sekyere Central,0,2019,0.0
Sekyere Central,0,2020,0.0
Twifo Lower Denkyira,0,2015,0.0
Twifo Lower Denkyira,0,2016,0.0
Twifo Lower Denkyira,0,2017,0.0
Twifo Lower Denkyira,0,2018,0.0
Twifo Lower Denkyira,0,2019,0.0
Twifo Lower Denkyira,0,2020,0.0
Akwapem South,0,2015,0.0
Akwapem South,0,2016,0.0
Akwapem South,0,2017,0.0
Akwapem South,0,2018,0.0
Akwapem South,0,2019,0.0
Akwapem South,0,2020,0.0
Nsawam Adoagyiri,0,2015,0.0
Nsawam Adoagyiri,0,2016,0.008040030890645
Nsawam Adoagyiri,0,2017,0.0
Nsawam Adoagyiri,0,2018,0.0
Nsawam Adoagyiri,0,2019,0.0
Nsawam Adoagyiri,0,2020,0.0
Sekyere Afram Plains North,0,2015,0.0
Sekyere Afram Plains North,0,2016,0.0
Sekyere Afram Plains North,0,2017,0.0
Sekyere Afram Plains North,0,2018,0.0
Sekyere Afram Plains North,0,2019,0.0
Sekyere Afram Plains North,0,2020,0.0
Birim South,0,2015,0.0
Birim South,0,2016,0.0
Birim South,0,2017,0.0
Birim South,0,2018,0.0
Birim South,0,2019,0.0
Birim South,0,2020,0.0
Ho West,0,2015,0.0
Ho West,0,2016,0.0
Ho West,0,2017,0.0
Ho West,0,2018,0.0
Ho West,0,2019,0.0
Ho West,0,2020,0.0
Ahafo Ano North,0,2015,0.0
Ahafo Ano North,0,2016,0.0
Ahafo Ano North,0,2017,0.0
Ahafo Ano North,0,2018,0.0
Ahafo Ano North,0,2019,0.0
Ahafo Ano North,0,2020,0.0
Wenchi,0,2015,0.0
Wenchi,0,2016,0.0
Wenchi,0,2017,0.0
Wenchi,0,2018,0.0
Wenchi,0,2019,0.0
Wenchi,0,2020,0.0
Ho Municipal,0,2015,0.0
Ho Municipal,0,2016,0.0
Ho Municipal,0,2017,0.0
Ho Municipal,0,2018,0.0
Ho Municipal,0,2019,0.0
Ho Municipal,0,2020,0.0
Asante Akim South,0,2015,0.0
Asante Akim South,0,2016,0.0
Asante Akim South,0,2017,0.0
Asante Akim South,0,2018,0.0
Asante Akim South,0,2019,0.0
Asante Akim South,0,2020,0.0
Berekum,0,2015,0.0
Berekum,0,2016,0.0
Berekum,0,2017,0.0
Berekum,0,2018,0.0
Berekum,0,2019,0.0
Berekum,0,2020,0.0
Ashaiman,0,2015,0.0
Ashaiman,0,2016,0.0
Ashaiman,0,2017,0.0
Ashaiman,0,2018,0.0
Ashaiman,0,2019,0.0
Ashaiman,0,2020,0.0
Sekyere East,0,2015,0.0
Sekyere East,0,2016,0.0
Sekyere East,0,2017,0.0
Sekyere East,0,2018,0.0
Sekyere East,0,2019,0.0
Sekyere East,0,2020,0.0
Dormaa Municipal,0,2015,0.0
Dormaa Municipal,0,2016,0.0
Dormaa Municipal,0,2017,0.0
Dormaa Municipal,0,2018,0.0
Dormaa Municipal,0,2019,0.0
Dormaa Municipal,0,2020,0.0
Suaman,0,2015,0.0
Suaman,0,2016,0.0
Suaman,0,2017,0.0
Suaman,0,2018,0.0
Suaman,0,2019,0.0
Suaman,0,2020,0.0
Adansi North,0,2015,0.0
Adansi North,0,2016,0.0
Adansi North,0,2017,0.0
Adansi North,0,2018,0.0
Adansi North,0,2019,0.0
Adansi North,0,2020,0.0
Asutifi South,0,2015,0.0
Asutifi South,0,2016,0.0
Asutifi South,0,2017,0.0
Asutifi South,0,2018,0.0
Asutifi South,0,2019,0.0
Asutifi South,0,2020,0.0
Sefwi-Wiawso,0,2015,0.0
Sefwi-Wiawso,0,2016,0.0
Sefwi-Wiawso,0,2017,0.0
Sefwi-Wiawso,0,2018,0.0
Sefwi-Wiawso,0,2019,0.0
Sefwi-Wiawso,0,2020,0.0
Ayensuano,0,2015,0.0
Ayensuano,0,2016,0.0
Ayensuano,0,2017,0.0
Ayensuano,0,2018,0.0
Ayensuano,0,2019,0.0
Ayensuano,0,2020,0.0
Sefwi Akontombra,0,2015,0.0
Sefwi Akontombra,0,2016,0.00010477018659570232
Sefwi Akontombra,0,2017,0.0
Sefwi Akontombra,0,2018,0.0
Sefwi Akontombra,0,2019,0.0
Sefwi Akontombra,0,2020,0.0
Akyem Mansa,0,2015,0.0
Akyem Mansa,0,2016,0.0
Akyem Mansa,0,2017,0.0
Akyem Mansa,0,2018,0.0
Akyem Mansa,0,2019,0.0
Akyem Mansa,0,2020,0.0
Suhum Municipal,0,2015,0.0
Suhum Municipal,0,2016,0.0
Suhum Municipal,0,2017,0.0
Suhum Municipal,0,2018,0.0
Suhum Municipal,0,2019,0.0
Suhum Municipal,0,2020,0.0
New Juaben Municipal,0,2015,0.0
New Juaben Municipal,0,2016,0.0
New Juaben Municipal,0,2017,0.0
New Juaben Municipal,0,2018,0.0
New Juaben Municipal,0,2019,0.0
New Juaben Municipal,0,2020,0.0
Nkoranza North,0,2015,0.0
Nkoranza North,0,2016,0.0
Nkoranza North,0,2017,0.0
Nkoranza North,0,2018,0.0
Nkoranza North,0,2019,0.0
Nkoranza North,0,2020,0.0
Hohoe Municipal,0,2015,0.0
Hohoe Municipal,0,2016,0.0
Hohoe Municipal,0,2017,0.0
Hohoe Municipal,0,2018,0.0
Hohoe Municipal,0,2019,0.0
Hohoe Municipal,0,2020,0.0
Upper West Akim,0,2015,0.0
Upper West Akim,0,2016,0.0
Upper West Akim,0,2017,0.0
Upper West Akim,0,2018,0.0
Upper West Akim,0,2019,0.0
Upper West Akim,0,2020,0.0
Asunafo North,0,2015,0.0
Asunafo North,0,2016,0.0
Asunafo North,0,2017,0.0
Asunafo North,0,2018,0.0
Asunafo North,0,2019,0.0
Asunafo North,0,2020,0.0
Sekyere South,0,2015,0.0
Sekyere South,0,2016,0.0
Sekyere South,0,2017,0.0
Sekyere South,0,2018,0.0
Sekyere South,0,2019,0.0
Sekyere South,0,2020,0.0
Juabeso,0,2015,0.0
Juabeso,0,2016,0.0
Juabeso,0,2017,0.0
Juabeso,0,2018,0.0
Juabeso,0,2019,0.0
Juabeso,0,2020,0.0
Offinso Municipal,0,2015,0.0
Offinso Municipal,0,2016,0.0
Offinso Municipal,0,2017,0.0
Offinso Municipal,0,2018,0.0
Offinso Municipal,0,2019,0.0
Offinso Municipal,0,2020,0.0
Mampong Municipal,0,2015,0.0
Mampong Municipal,0,2016,0.0
Mampong Municipal,0,2017,0.0
Mampong Municipal,0,2018,0.0
Mampong Municipal,0,2019,0.0
Mampong Municipal,0,2020,0.0
Sekyere Kumawu,0,2015,0.0
Sekyere Kumawu,0,2016,0.0
Sekyere Kumawu,0,2017,0.0
Sekyere Kumawu,0,2018,0.0
Sekyere Kumawu,0,2019,0.0
Sekyere Kumawu,0,2020,0.0
Kwabre,0,2015,0.0
Kwabre,0,2016,0.0
Kwabre,0,2017,0.0
Kwabre,0,2018,0.0
Kwabre,0,2019,0.0
Kwabre,0,2020,0.0
Techiman North,0,2015,0.0
Techiman North,0,2016,0.0
Techiman North,0,2017,0.0
Techiman North,0,2018,0.0
Techiman North,0,2019,0.0
Techiman North,0,2020,0.0
Asikuma / Odoben / Brakwa,0,2015,0.0
Asikuma / Odoben / Brakwa,0,2016,0.0
Asikuma / Odoben / Brakwa,0,2017,0.0
Asikuma / Odoben / Brakwa,0,2018,0.0
Asikuma / Odoben / Brakwa,0,2019,0.0
Asikuma / Odoben / Brakwa,0,2020,0.0
Techiman Municipal,0,2015,0.0
Techiman Municipal,0,2016,0.0
Techiman Municipal,0,2017,0.0
Techiman Municipal,0,2018,0.0
Techiman Municipal,0,2019,0.0
Techiman Municipal,0,2020,0.0
Bia West,0,2015,0.0
Bia West,0,2016,0.0
Bia West,0,2017,0.0
Bia West,0,2018,0.0
Bia West,0,2019,0.0
Bia West,0,2020,0.0
Bodi,0,2015,0.0
Bodi,0,2016,0.0
Bodi,0,2017,0.0
Bodi,0,2018,0.0
Bodi,0,2019,0.0
Bodi,0,2020,0.0
Dormaa East,0,2015,0.0
Dormaa East,0,2016,0.0
Dormaa East,0,2017,0.0
Dormaa East,0,2018,0.0
Dormaa East,0,2019,0.0
Dormaa East,0,2020,0.0
Sunyani Municipal,0,2015,0.0
Sunyani Municipal,0,2016,0.0
Sunyani Municipal,0,2017,0.0
Sunyani Municipal,0,2018,0.0
Sunyani Municipal,0,2019,0.0
Sunyani Municipal,0,2020,0.0
Offinso North,0,2015,0.0
Offinso North,0,2016,0.0
Offinso North,0,2017,0.0
Offinso North,0,2018,0.0
Offinso North,0,2019,0.0
Offinso North,0,2020,0.0
Kma,0,2015,1.0500067830438184e-05
Kma,0,2016,0.0
Kma,0,2017,0.0
Kma,0,2018,0.0
Kma,0,2019,0.0
Kma,0,2020,0.0
Tano South,0,2015,0.0
Tano South,0,2016,0.0
Tano South,0,2017,0.0
Tano South,0,2018,0.0
Tano South,0,2019,0.0
Tano South,0,2020,0.0
Akwapem North,0,2015,0.0
Akwapem North,0,2016,0.0
Akwapem North,0,2017,0.0
Akwapem North,0,2018,0.0
Akwapem North,0,2019,0.0
Akwapem North,0,2020,0.0
Dormaa West,0,2015,0.0
Dormaa West,0,2016,0.0
Dormaa West,0,2017,0.0
Dormaa West,0,2018,0.0
Dormaa West,0,2019,0.0
Dormaa West,0,2020,0.0
Ga East,0,2015,0.0
Ga East,0,2016,0.0
Ga East,0,2017,0.0
Ga East,0,2018,0.0
Ga East,0,2019,0.0
Ga East,0,2020,0.0
Tano North,0,2015,0.0
Tano North,0,2016,0.0
Tano North,0,2017,0.0
Tano North,0,2018,0.0
Tano North,0,2019,0.0
Tano North,0,2020,0.0
Agona West,0,2015,0.0
Agona West,0,2016,0.0
Agona West,0,2017,0.0
Agona West,0,2018,0.0
Agona West,0,2019,0.0
Agona West,0,2020,0.0
Asokore Mampong Municipal,0,2015,0.0
Asokore Mampong Municipal,0,2016,0.0
Asokore Mampong Municipal,0,2017,0.0
Asokore Mampong Municipal,0,2018,0.0
Asokore Mampong Municipal,0,2019,0.0
Asokore Mampong Municipal,0,2020,0.0
Bia East,0,2015,0.0
Bia East,0,2016,0.0
Bia East,0,2017,0.0
Bia East,0,2018,0.0
Bia East,0,2019,0.0
Bia East,0,2020,0.0
Jaman North,0,2015,0.0
Jaman North,0,2016,0.0
Jaman North,0,2017,0.0
Jaman North,0,2018,0.0
Jaman North,0,2019,0.0
Jaman North,0,2020,0.0
Jaman South,0,2015,0.0
Jaman South,0,2016,0.0
Jaman South,0,2017,0.0
Jaman South,0,2018,0.0
Jaman South,0,2019,0.0
Jaman South,0,2020,0.0
Jasikan,0,2015,0.0
Jasikan,0,2016,0.0
Jasikan,0,2017,0.0
Jasikan,0,2018,0.0
Jasikan,0,2019,0.0
Jasikan,0,2020,0.0
Kadjebi,0,2015,0.0
Kadjebi,0,2016,0.0
Kadjebi,0,2017,0.0
Kadjebi,0,2018,0.0
Kadjebi,0,2019,0.0
Kadjebi,0,2020,0.0
Assin South,0,2015,0.0
Assin South,0,2016,0.0
Assin South,0,2017,0.0
Assin South,0,2018,0.0
Assin South,0,2019,0.0
Assin South,0,2020,0.0
Nkoranza South,0,2015,0.0
Nkoranza South,0,2016,0.0
Nkoranza South,0,2017,0.0
Nkoranza South,0,2018,0.0
Nkoranza South,0,2019,0.0
Nkoranza South,0,2020,0.0
Asunafo South,0,2015,0.0
Asunafo South,0,2016,0.0
Asunafo South,0,2017,0.0
Asunafo South,0,2018,0.0
Asunafo South,0,2019,0.0
Asunafo South,0,2020,0.0
Sunyani West,0,2015,0.0
Sunyani West,0,2016,0.0
Sunyani West,0,2017,0.0
Sunyani West,0,2018,0.0
Sunyani West,0,2019,0.0
Sunyani West,0,2020,0.0
