Impact Kind,Total Impacted,Total Possible,Percent Impacted
Population_Impacts,34557,29212483,0.11829531916201713
Cropland_Impacts,443.49999999999955,219809.76,0.2017653811186544
Road_Impacts,207182,164479248,0.12596239496425712
Hospital_Impacts,0,334,0
Market_Impacts,3,248,1.2096774193548387
School_Impacts,2,248,0.8064516129032258
