Impact Kind,Total Impacted,Total Possible,Percent Impacted
Population_Impacts,16137,29212483,0.05524008349444311
Cropland_Impacts,785.4999999999995,219809.76,0.3573544687005707
Road_Impacts,263784,164479248,0.16037524685180954
Hospital_Impacts,0,334,0
Market_Impacts,2,248,0.8064516129032258
School_Impacts,5,248,2.0161290322580645
