Region
Abura / Asebu / Kwamankese
Accra Metropolis
Ada East
Ada West
Adaklu
Adansi North
Adansi South
Adenta
Afadzato South
Afigya Kwabre
Agona East
Agona West
Agotime Ziope
Ahafo Ano North
Ahafo Ano South
Ahanta West
Ajumako / Enyan / Esiam
Akatsi North
Akatsi South
Akwapem North
Akwapem South
Akyem Mansa
Amansie Central
Amansie West
Aowin
Asante Akim Central Municipal
Asante Akim North
Asante Akim South
Ashaiman
Asikuma / Odoben / Brakwa
Asokore Mampong Municipal
Assin North
Assin South
Asunafo North
Asunafo South
Asuogyaman
Asutifi North
Asutifi South
Atebubu Amantin
Atiwa
Atwima Kwanwoma
Atwima Mponua
Atwima Nwabiagya
Awutu Senya East Municipal
Awutu Senya West
Ayensuano
Banda
Bawku Municipal
Bawku West
Bekwai Municipal
Berekum
Bia East
Bia West
Biakoye
Binduri
Birim Municipal
Birim North
Birim South
Bodi
Bole
Bolgatanga Municipal
Bongo
Bosome Freho
Bosomtwe / Atwima / Kwanwoma
Builsa North
Builsa South
Bunkpurugu Yonyo
Cape Coast Metro
Central Tongu
Chereponi
Daffiama Bussie
Denkyembour
Dormaa East
Dormaa Municipal
Dormaa West
East Akim
East Gonja
Effutu
Ejisu Juaben
Ejura Sekye Dumase
Ekumfi
Ellembelle
Fanteakwa
Ga Central Municipal
Ga East
Ga South
Ga West
Garu Tempane
Gomoa East
Gomoa West
Gonja Central
Gushiegu
Ho Municipal
Ho West
Hohoe Municipal
Jaman North
Jaman South
Jasikan
Jirapa
Jomoro
Juabeso
Kadjebi
Karaga
Kasena Nankana East
Kasena Nankana West
Keta Municipal
Ketu North
Ketu South
Kintampo North
Kintampo South
Kma
Komenda Edna Eguafo / Abirem
Kpandai
Kpando Municipal
Kpone Katamanso
Krachi East
Krachi Nchumuru
Krachi West
Kumbumgu
Kwabre
Kwaebibirem
Kwahu Afram Plains North
Kwahu Afram Plains South
Kwahu East
Kwahu South
Kwahu West
La Dade Kotopon
La Nkwantanang Madina
Lambussie Karni
Lawra
Ledzokuku / Krowor
Lower Manya
Mampong Municipal
Mamprugu Moagduri
Mamprusi East
Mfantsiman
Mion
Mpohor
Nabdam
Nadowli / Kaleo
Nandom
Nanumba North
Nanumba South
New Juaben Municipal
Ningo Prampram
Nkoranza North
Nkoranza South
Nkwanta North
Nkwanta South
North Dayi
North Gonja
North Tongu
Nsawam Adoagyiri
Nzema East
Obuasi Municipal
Offinso Municipal
Offinso North
Prestea / Huni Valley
Pru
Pusiga
Saboba
Sagnerigu
Savelugu Nanton
Sawla / Tuna / Kalba
Sefwi Akontombra
Sefwi Bibiani / Anhwiaso Bekwai
Sefwi-Wiawso
Sekondi Takoradi
Sekyere Afram Plains North
Sekyere Central
Sekyere East
Sekyere Kumawu
Sekyere South
Sene East
Sene West
Shai Osu Doku
Shama
Sissala  West
Sissala East
South Dayi
South Tongu
Suaman
Suhum Municipal
Sunyani Municipal
Sunyani West
Tain
Talensi
Tamale North Sub Metro
Tano North
Tano South
Tarkwa Nsuaem
Tatale
Techiman Municipal
Techiman North
Tema Metropolis
Tolon
Twifo Ati-Morkwa
Twifo Lower Denkyira
Upper Denkyira East
Upper Denkyira West
Upper Manya
Upper West Akim
Wa East
Wa Municipal
Wa West
Wassa Amenfi Central
Wassa Amenfi East
Wassa Amenfi West
Wassa East
Wenchi
West Akim
West Gonja
West Mamprusi
Yendi Municipal
Yilo Krobo
Zabzugu
